loan_id,customer_name,branch,loan_type,loan_amount,interest_rate,tenure_months,disbursed_date,status,emi_amount,repaid_amount,credit_score,month
LN00457,Arunima Sinha,Chennai,Gold Loan,1173316,14.76,12,2023-06-02,Active,26544,1467172,659,2023-06
LN00458,Vyanjana Prabhakar,Bhubaneswar,Business Loan,428496,16.58,6,2023-06-02,Closed,8451,1270704,766,2023-06
LN00459,Harrison Chaudhary,Hyderabad,Business Loan,800201,16.74,12,2023-06-02,Closed,24642,674533,655,2023-06
LN00460,Vedika Atwal,Bhubaneswar,Gold Loan,853328,15.23,12,2023-06-03,Closed,44316,785945,596,2023-06
LN00461,Vinaya Agarwal,Mumbai,Gold Loan,1093233,16.45,12,2023-06-03,Closed,42954,1418826,730,2023-06
LN00462,Utkarsh Dani,Kolkata,Personal Loan,227247,15.13,18,2023-06-03,Active,41870,286663,613,2023-06
LN00463,Anay Memon,Mumbai,Gold Loan,579525,14.96,36,2023-06-04,Active,34030,781163,795,2023-06
LN00464,Om Kota,Hyderabad,Business Loan,1082751,14.38,24,2023-06-04,Closed,33873,1429290,793,2023-06
LN00465,Mitesh Nagy,Chennai,Gold Loan,1118632,15.65,24,2023-06-04,Defaulted,3619,994453,636,2023-06
LN00466,Neha Banerjee,Chennai,Personal Loan,226615,10.01,18,2023-06-05,NPA,36650,14995,766,2023-06
LN00467,Nikita Hari,Bhubaneswar,Personal Loan,237628,16.87,12,2023-06-05,Active,28372,23559,556,2023-06
LN00468,Hritik Bora,Hyderabad,Gold Loan,688836,16.78,18,2023-06-05,Active,6642,521244,827,2023-06
LN00469,Ekaja Ranganathan,Kolkata,Business Loan,423632,8.78,18,2023-06-06,Active,31001,1399769,759,2023-06
LN00470,Turvi Oommen,Bhubaneswar,Gold Loan,1232991,16.35,6,2023-06-06,Active,37064,398237,718,2023-06
LN00471,Rajeshri Subramaniam,Chennai,Business Loan,456716,9.72,36,2023-06-06,Active,32290,622288,687,2023-06
LN00472,Tanish Bajaj,Mumbai,Gold Loan,496438,11.68,24,2023-06-07,Closed,17122,444755,779,2023-06
LN00473,Pranav Pall,Chennai,Personal Loan,715022,15.56,12,2023-06-07,Active,27820,488051,710,2023-06
LN00474,Raksha Cheema,Chennai,Gold Loan,591252,10.03,24,2023-06-07,Active,5895,825782,550,2023-06
LN00475,Utkarsh Batta,Mumbai,Business Loan,302764,16.27,24,2023-06-08,Active,8366,439439,785,2023-06
LN00476,Gavin Sharma,Kolkata,Personal Loan,764998,16.41,36,2023-06-08,NPA,11711,1074093,737,2023-06
LN00477,Warjas Chahal,Chennai,Business Loan,790427,13.32,24,2023-06-08,Active,22596,415466,553,2023-06
LN00478,Veda Rao,Bhubaneswar,Gold Loan,562153,8.56,24,2023-06-09,Active,21793,1264134,681,2023-06
LN00479,Lavanya Om,Bhubaneswar,Gold Loan,117215,11.23,18,2023-06-09,Closed,11199,476111,767,2023-06
LN00480,Yashvi Loyal,Mumbai,Business Loan,194356,14.36,36,2023-06-09,Closed,13717,875564,809,2023-06
LN00481,Bakhshi Banik,Bhubaneswar,Business Loan,253861,17.82,6,2023-06-10,Active,39191,484282,550,2023-06
LN00482,Yutika Gera,Hyderabad,Personal Loan,1052168,14.5,12,2023-06-10,Closed,13211,1495991,620,2023-06
LN00483,Ranveer Dayal,Chennai,Gold Loan,405612,10.97,24,2023-06-10,NPA,48550,521396,727,2023-06
LN00484,Banjeet Dugar,Mumbai,Business Loan,59435,14.52,12,2023-06-11,Closed,26360,1154262,738,2023-06
LN00485,Wridesh Kibe,Mumbai,Gold Loan,497556,13.63,6,2023-06-11,Closed,24542,1314047,840,2023-06
LN00486,Isha Banik,Bhubaneswar,Personal Loan,915264,15.91,12,2023-06-11,Closed,34312,947272,557,2023-06
LN00487,Unnati Manne,Mumbai,Gold Loan,128781,9.52,6,2023-06-12,Active,48242,719778,802,2023-06
LN00488,Faris Patla,Hyderabad,Personal Loan,241475,15.73,18,2023-06-12,Active,39435,1034451,841,2023-06
LN00489,Ijaya Lala,Mumbai,Gold Loan,210196,13.64,24,2023-06-12,Closed,31247,1262032,793,2023-06
LN00490,Charita Chowdhury,Kolkata,Gold Loan,276507,17.65,6,2023-06-13,Closed,25357,308974,672,2023-06
LN00491,Janya Wali,Bhubaneswar,Personal Loan,356063,11.75,12,2023-06-13,Closed,44045,52446,848,2023-06
LN00492,Dev Kar,Hyderabad,Gold Loan,814121,14.51,24,2023-06-13,Active,30691,1022582,832,2023-06
LN00493,Rachit Jaggi,Bhubaneswar,Gold Loan,826665,17.35,18,2023-06-14,Active,15424,1456952,581,2023-06
LN00494,Sarthak Banerjee,Hyderabad,Personal Loan,1219748,9.47,24,2023-06-14,Defaulted,21852,711943,695,2023-06
LN00495,Zansi Bakshi,Bhubaneswar,Business Loan,1455478,17.4,6,2023-06-14,Closed,25601,1475790,705,2023-06
LN00496,Urishilla Borah,Bhubaneswar,Business Loan,534963,15.03,18,2023-06-15,Closed,21020,944734,565,2023-06
LN00497,Mahika Mitra,Hyderabad,Gold Loan,1417293,9.14,12,2023-06-15,Active,11155,140148,596,2023-06
LN00498,Neel Chopra,Kolkata,Business Loan,1157677,11.36,18,2023-06-15,Closed,6583,31085,800,2023-06
LN00499,Orinder Lad,Chennai,Gold Loan,338790,15.23,18,2023-06-16,Active,18515,1366291,736,2023-06
LN00500,Priya Sabharwal,Bhubaneswar,Business Loan,940617,9.14,36,2023-06-16,Closed,39777,1456507,580,2023-06
LN00501,Kamya Bali,Bhubaneswar,Business Loan,597337,14.03,18,2023-06-16,Active,22710,524006,809,2023-06
LN00502,Jasmit Shanker,Mumbai,Business Loan,1458836,11.79,18,2023-06-17,Closed,46178,1439028,566,2023-06
LN00503,Anika Pillay,Bhubaneswar,Gold Loan,700419,14.4,24,2023-06-17,Active,27532,1054326,588,2023-06
LN00504,Tanveer Goel,Bhubaneswar,Gold Loan,483374,8.93,12,2023-06-17,Active,21601,340912,588,2023-06
LN00505,Geetika Ahluwalia,Hyderabad,Personal Loan,770777,16.78,24,2023-06-18,Active,7967,35903,681,2023-06
LN00506,Tanveer Lalla,Bhubaneswar,Personal Loan,1470946,17.75,24,2023-06-18,Closed,21753,1252137,579,2023-06
LN00507,Rachana Sahni,Hyderabad,Personal Loan,937225,17.7,6,2023-06-18,Active,23022,612242,707,2023-06
LN00508,Quincy Shanker,Kolkata,Gold Loan,321967,15.62,24,2023-06-19,Active,46463,512493,827,2023-06
LN00509,Luke Choudhury,Hyderabad,Gold Loan,241232,9.74,36,2023-06-19,Active,12135,1476106,752,2023-06
LN00510,Agastya Misra,Kolkata,Gold Loan,1402695,15.7,36,2023-06-19,Closed,8722,1490017,615,2023-06
LN00511,Zinal Vala,Kolkata,Gold Loan,59540,8.73,6,2023-06-20,Defaulted,30413,1005489,657,2023-06
LN00512,Ekansh Kale,Kolkata,Personal Loan,1496403,8.71,12,2023-06-20,Closed,30236,869446,817,2023-06
LN00513,Harish Hari,Chennai,Personal Loan,601951,11.57,12,2023-06-20,Closed,18514,1476971,771,2023-06
LN00514,Aahana Rastogi,Chennai,Gold Loan,1150567,13.14,24,2023-06-21,Active,46896,641593,841,2023-06
LN00515,Elijah Dhillon,Chennai,Gold Loan,238751,15.82,24,2023-06-21,Defaulted,40212,1467130,567,2023-06
LN00516,Dhruv Yohannan,Mumbai,Personal Loan,1464902,14.99,24,2023-06-21,Closed,43386,200753,639,2023-06
LN00517,Umang Aggarwal,Hyderabad,Personal Loan,668992,12.74,12,2023-06-22,Active,23331,32101,730,2023-06
LN00518,Ekavir Bassi,Mumbai,Gold Loan,99115,11.1,18,2023-06-22,Defaulted,21060,2775,804,2023-06
LN00519,Ucchal Malhotra,Chennai,Personal Loan,1451727,17.97,36,2023-06-22,Active,4196,490399,802,2023-06
LN00520,Aarnav Tella,Mumbai,Business Loan,793583,12.55,18,2023-06-23,Active,15297,45619,806,2023-06
LN00521,Urvashi Patla,Hyderabad,Gold Loan,1290538,12.79,18,2023-06-23,Closed,5787,1300964,636,2023-06
LN00522,Udarsh Baria,Mumbai,Gold Loan,771747,10.05,12,2023-06-23,Active,26816,412755,639,2023-06
LN00523,Vivaan Venkataraman,Hyderabad,Business Loan,1247719,16.05,18,2023-06-24,Closed,43695,65149,786,2023-06
LN00524,Gagan Dora,Mumbai,Business Loan,586226,15.09,6,2023-06-24,Active,22702,26616,619,2023-06
LN00525,Pranav Dora,Bhubaneswar,Personal Loan,1002699,10.6,24,2023-06-24,Active,28242,746055,593,2023-06
LN00526,Harita Goda,Mumbai,Business Loan,403824,9.28,6,2023-06-25,Active,5176,1234215,749,2023-06
LN00527,Chaitaly Saxena,Chennai,Business Loan,1102576,14.96,36,2023-06-25,Active,23127,206903,701,2023-06
LN00528,Saumya Krish,Bhubaneswar,Business Loan,775948,14.72,24,2023-06-25,Active,44560,1279894,635,2023-06
LN00529,Upasna Sehgal,Kolkata,Personal Loan,937474,11.1,18,2023-06-26,Closed,30228,1038218,568,2023-06
LN00530,Raagini Lala,Mumbai,Gold Loan,1454330,17.53,36,2023-06-26,NPA,23208,352365,650,2023-06
LN00531,Arin Prakash,Mumbai,Personal Loan,301492,9.94,24,2023-06-26,Closed,31482,901311,644,2023-06
LN00532,Yasti Lanka,Mumbai,Gold Loan,541072,12.61,18,2023-06-27,Active,12171,287623,803,2023-06
LN00533,Yashoda Garde,Kolkata,Gold Loan,1136880,17.46,6,2023-06-27,Closed,38219,361309,579,2023-06
LN00534,Yashodhara Gole,Chennai,Gold Loan,554999,12.49,24,2023-06-27,Closed,36396,55863,798,2023-06
LN00535,Manthan Palla,Hyderabad,Gold Loan,381593,14.57,18,2023-06-28,Active,45589,1221691,582,2023-06
LN00536,Aadhya Johal,Mumbai,Personal Loan,657274,12.28,6,2023-06-28,NPA,43546,495654,778,2023-06
LN00537,Gayathri Bhattacharyya,Kolkata,Business Loan,201836,11.11,36,2023-06-28,Closed,6696,1457200,561,2023-06
LN00538,Deepa Kadakia,Bhubaneswar,Business Loan,158940,17.85,36,2023-06-29,Closed,23058,777635,667,2023-06
LN00539,Darika Ramaswamy,Bhubaneswar,Business Loan,1053531,12.39,36,2023-06-29,NPA,23313,713340,704,2023-06
LN00540,Harrison Ramanathan,Hyderabad,Gold Loan,874926,16.99,36,2023-06-29,Active,22149,1000460,795,2023-06
LN00541,Tristan Wali,Kolkata,Gold Loan,1364093,10.68,12,2023-06-30,Active,48740,278495,796,2023-06
LN00542,Deepa Naidu,Kolkata,Gold Loan,717521,10.52,24,2023-06-30,Active,44075,1183779,578,2023-06
LN00543,Darika Radhakrishnan,Bhubaneswar,Gold Loan,929090,8.8,24,2023-06-30,Active,7956,247908,710,2023-06
LN00544,Adya Mammen,Bhubaneswar,Personal Loan,435777,14.69,12,2023-07-01,Active,13195,831257,784,2023-07
LN00545,Xavier Kamdar,Chennai,Gold Loan,601638,12.0,18,2023-07-01,Active,20076,1240579,739,2023-07
LN00546,Anusha Ganguly,Chennai,Gold Loan,599639,16.71,18,2023-07-01,Closed,4105,1323173,666,2023-07
LN00547,Saumya Sandhu,Hyderabad,Business Loan,662956,13.0,36,2023-07-02,Defaulted,18417,601982,820,2023-07
LN00548,Meghana Dixit,Hyderabad,Business Loan,688873,17.7,6,2023-07-02,NPA,27729,933334,807,2023-07
LN00549,Daksh Karan,Bhubaneswar,Business Loan,1436073,10.26,18,2023-07-02,Defaulted,49956,700033,729,2023-07
LN00550,Om Ram,Bhubaneswar,Gold Loan,1306445,16.75,6,2023-07-03,NPA,33099,913438,721,2023-07
LN00551,Joshua Choudhury,Kolkata,Business Loan,115953,15.88,24,2023-07-03,NPA,35598,744822,823,2023-07
LN00552,Karan Rattan,Bhubaneswar,Personal Loan,550328,15.82,6,2023-07-03,Active,32961,569354,808,2023-07
LN00553,Jalsa Ahuja,Bhubaneswar,Business Loan,53267,16.53,24,2023-07-04,Defaulted,15602,134445,684,2023-07
LN00554,Liam Rout,Kolkata,Personal Loan,132745,15.73,12,2023-07-04,Active,12256,403551,720,2023-07
LN00555,Mekhala Trivedi,Chennai,Personal Loan,874945,14.45,12,2023-07-04,Active,23584,941245,759,2023-07
LN00556,Harita Narain,Hyderabad,Personal Loan,207164,9.75,36,2023-07-05,Defaulted,49980,569829,785,2023-07
LN00557,Nakul Iyer,Chennai,Gold Loan,585626,8.81,18,2023-07-05,NPA,37681,1213705,735,2023-07
LN00558,Tanvi Kibe,Kolkata,Gold Loan,181484,17.25,36,2023-07-05,Active,28792,591271,644,2023-07
LN00559,Nihal Edwin,Chennai,Gold Loan,581831,14.36,24,2023-07-06,Active,24904,153837,560,2023-07
LN00560,Hemang Parsa,Bhubaneswar,Gold Loan,942323,16.07,36,2023-07-06,NPA,46361,714647,617,2023-07
LN00561,Vihaan Hayer,Kolkata,Gold Loan,1159268,13.07,6,2023-07-06,Active,37540,907179,759,2023-07
LN00562,Onveer Ramesh,Kolkata,Personal Loan,1318732,9.61,24,2023-07-07,Active,29536,871535,745,2023-07
LN00563,Barkha Khanna,Kolkata,Gold Loan,1322568,9.69,12,2023-07-07,Closed,22164,177597,647,2023-07
LN00564,Ayushman Sengupta,Bhubaneswar,Personal Loan,566771,15.01,18,2023-07-07,Defaulted,15996,1035408,642,2023-07
LN00565,Mahika Mishra,Kolkata,Gold Loan,880857,12.59,24,2023-07-08,NPA,5871,1461312,571,2023-07
LN00566,Nidhi Sachar,Kolkata,Business Loan,613044,10.4,24,2023-07-08,Active,49002,478454,721,2023-07
LN00567,Bishakha Vasa,Kolkata,Business Loan,593176,13.17,6,2023-07-08,Closed,25626,1493726,683,2023-07
LN00568,Tristan Sahota,Kolkata,Business Loan,741095,9.11,18,2023-07-09,Active,13521,1336286,574,2023-07
LN00569,Jonathan Nagi,Mumbai,Business Loan,883727,14.03,12,2023-07-09,Closed,46410,859625,734,2023-07
LN00570,Harinakshi Choudhary,Bhubaneswar,Gold Loan,1084978,11.06,24,2023-07-09,Active,4132,496440,634,2023-07
LN00571,Ranbir Choudhary,Chennai,Gold Loan,1212928,16.08,24,2023-07-10,NPA,36467,1471926,604,2023-07
LN00572,Manya Karnik,Mumbai,Business Loan,919474,11.45,6,2023-07-10,Active,17534,1452137,800,2023-07
LN00573,Chaman Morar,Hyderabad,Personal Loan,135999,12.82,36,2023-07-10,Closed,26854,776372,693,2023-07
LN00574,Noah Varughese,Mumbai,Business Loan,1116531,8.61,12,2023-07-11,Active,45998,645303,716,2023-07
LN00575,Jason Keer,Chennai,Business Loan,120640,9.19,18,2023-07-11,Closed,42065,172257,773,2023-07
LN00576,Eta Narayan,Bhubaneswar,Business Loan,246582,12.23,24,2023-07-11,Active,48607,1272597,769,2023-07
LN00577,Upadhriti Zachariah,Hyderabad,Business Loan,450573,13.06,24,2023-07-12,Closed,10812,295599,728,2023-07
LN00578,Falan Dhaliwal,Chennai,Business Loan,111476,14.2,12,2023-07-12,Active,7557,945522,668,2023-07
LN00579,Falguni Varkey,Bhubaneswar,Gold Loan,1405531,11.27,36,2023-07-12,Defaulted,5179,316363,814,2023-07
LN00580,Henry Sundaram,Bhubaneswar,Business Loan,1265856,15.1,24,2023-07-13,Active,46798,832423,699,2023-07
LN00581,Isaac Narang,Chennai,Gold Loan,725510,16.67,12,2023-07-13,Defaulted,12065,597904,764,2023-07
LN00582,Dipta Choudhry,Kolkata,Personal Loan,748646,15.91,6,2023-07-13,Active,11275,116841,746,2023-07
LN00583,Veda Kala,Hyderabad,Gold Loan,687144,8.88,36,2023-07-14,Closed,38948,169934,591,2023-07
LN00584,Girindra Sandhu,Bhubaneswar,Gold Loan,464568,13.06,18,2023-07-14,Active,23700,1135270,602,2023-07
LN00585,Januja Misra,Bhubaneswar,Gold Loan,1284717,9.5,24,2023-07-14,Active,42464,237068,800,2023-07
LN00586,Nidhi Ganguly,Hyderabad,Business Loan,948320,10.8,12,2023-07-15,Active,45351,830288,844,2023-07
LN00587,Naksh Mistry,Hyderabad,Gold Loan,684736,17.87,6,2023-07-15,Closed,30794,101407,820,2023-07
LN00588,Qasim Bakshi,Hyderabad,Business Loan,1276607,9.85,18,2023-07-15,Closed,31783,851161,672,2023-07
LN00589,Widisha Balan,Hyderabad,Gold Loan,1018021,13.24,12,2023-07-16,Closed,19998,1470170,815,2023-07
LN00590,Bhavika Sarin,Bhubaneswar,Gold Loan,1217756,14.37,12,2023-07-16,Closed,16869,1285076,578,2023-07
LN00591,Henry Sharma,Kolkata,Personal Loan,116234,15.17,18,2023-07-16,Active,47525,578641,584,2023-07
LN00592,Varsha Narain,Bhubaneswar,Gold Loan,228352,13.82,6,2023-07-17,Defaulted,31152,705356,555,2023-07
LN00593,Zaitra Sodhi,Bhubaneswar,Gold Loan,1178035,8.59,6,2023-07-17,Closed,23954,1259720,660,2023-07
LN00594,Pushti Bhalla,Hyderabad,Business Loan,459995,11.6,36,2023-07-17,NPA,34555,36683,843,2023-07
LN00595,Chandresh Zachariah,Chennai,Gold Loan,245004,13.42,24,2023-07-18,Closed,19654,1162667,626,2023-07
LN00596,Oeshi Sastry,Hyderabad,Personal Loan,516152,9.33,18,2023-07-18,Defaulted,48026,117797,696,2023-07
LN00597,Girish Mukherjee,Hyderabad,Gold Loan,1157739,11.83,18,2023-07-18,Defaulted,38236,1459410,616,2023-07
LN00598,Harsh Bhalla,Hyderabad,Personal Loan,101934,8.82,18,2023-07-19,Active,49976,324934,557,2023-07
LN00599,Balendra Batta,Hyderabad,Gold Loan,475523,9.25,6,2023-07-19,Closed,18042,1342200,671,2023-07
LN00600,Frederick Sarna,Chennai,Business Loan,890530,12.27,24,2023-07-19,Active,28966,285713,724,2023-07
LN00601,Qasim Chad,Hyderabad,Personal Loan,55486,9.76,36,2023-07-20,Active,47314,797583,728,2023-07
LN00602,Vinaya Dube,Bhubaneswar,Personal Loan,1237983,13.89,12,2023-07-20,Active,48095,464310,634,2023-07
LN00603,Vansha Contractor,Chennai,Business Loan,923332,15.05,12,2023-07-20,Active,17270,1238822,594,2023-07
LN00604,Triveni Bumb,Mumbai,Business Loan,1089458,16.11,18,2023-07-21,Closed,33908,557242,685,2023-07
LN00605,Anya Mohanty,Mumbai,Personal Loan,270184,10.4,24,2023-07-21,Active,18523,1030488,565,2023-07
LN00606,Girish Ahuja,Mumbai,Gold Loan,716490,10.09,6,2023-07-21,Closed,22991,768223,744,2023-07
LN00607,Nathan Parekh,Bhubaneswar,Personal Loan,1448228,9.49,24,2023-07-22,Closed,13775,109373,558,2023-07
LN00608,Krishna Amble,Bhubaneswar,Gold Loan,372710,14.55,24,2023-07-22,Closed,15265,558988,564,2023-07
LN00609,Eta Bansal,Chennai,Business Loan,247775,15.21,6,2023-07-22,Active,22459,1010540,651,2023-07
LN00610,Megha Bhakta,Chennai,Business Loan,339336,8.8,18,2023-07-23,Active,19673,1172304,775,2023-07
LN00611,Warhi Sood,Bhubaneswar,Personal Loan,837494,17.39,24,2023-07-23,Active,30056,853220,827,2023-07
LN00612,Maya Shah,Hyderabad,Business Loan,1188356,8.99,12,2023-07-23,Active,9614,1479634,662,2023-07
LN00613,Gavin Agate,Kolkata,Personal Loan,1251193,13.64,6,2023-07-24,Closed,39020,914424,550,2023-07
LN00614,Isha Cherian,Kolkata,Business Loan,595977,15.24,36,2023-07-24,Defaulted,10415,866491,815,2023-07
LN00615,Michael Basak,Mumbai,Business Loan,1449181,16.77,18,2023-07-24,Defaulted,26155,919134,757,2023-07
LN00616,Devika Gopal,Kolkata,Business Loan,962606,15.28,6,2023-07-25,Defaulted,46884,1436803,659,2023-07
LN00617,Indrajit Chada,Hyderabad,Business Loan,939465,16.12,36,2023-07-25,Active,19964,88059,749,2023-07
LN00618,Damyanti Jain,Mumbai,Business Loan,583636,11.72,36,2023-07-25,Active,40726,832583,561,2023-07
LN00619,Vrinda Rout,Mumbai,Business Loan,991218,16.24,24,2023-07-26,Closed,40044,442136,737,2023-07
LN00620,Jatin Shukla,Hyderabad,Gold Loan,88102,9.26,24,2023-07-26,Active,40544,198303,703,2023-07
LN00621,Yash Bhattacharyya,Kolkata,Personal Loan,124460,17.0,24,2023-07-26,Closed,35252,511162,828,2023-07
LN00622,Vrishti Anne,Chennai,Business Loan,1463354,13.7,6,2023-07-27,Closed,6832,473573,720,2023-07
LN00623,Samaksh Vala,Kolkata,Business Loan,1188506,16.26,6,2023-07-27,Active,28275,1313982,683,2023-07
LN00624,Chaitaly Kapur,Chennai,Business Loan,229208,12.8,18,2023-07-27,Active,17901,329125,574,2023-07
LN00625,Girik Andra,Bhubaneswar,Business Loan,1253273,14.61,24,2023-07-28,Active,41213,907383,567,2023-07
LN00626,Nitesh Suri,Kolkata,Business Loan,263945,13.5,36,2023-07-28,Active,37148,909531,739,2023-07
LN00627,Parth Bhavsar,Kolkata,Gold Loan,281915,15.45,12,2023-07-28,Active,45633,1130548,690,2023-07
LN00628,Lakshmi Sahota,Chennai,Personal Loan,777952,9.28,18,2023-07-29,Active,25918,1386205,592,2023-07
LN00629,Anika Nori,Bhubaneswar,Personal Loan,258124,9.07,6,2023-07-29,Defaulted,49694,1103298,833,2023-07
LN00630,Manthan Nori,Chennai,Personal Loan,487477,10.85,18,2023-07-29,NPA,22540,181890,695,2023-07
LN00631,Chakrika Kuruvilla,Bhubaneswar,Gold Loan,575830,10.02,18,2023-07-30,Defaulted,14580,947436,641,2023-07
LN00632,Barkha Wason,Hyderabad,Gold Loan,1382397,16.78,18,2023-07-30,Active,41402,1317621,728,2023-07
LN00633,Chaaya Chauhan,Bhubaneswar,Business Loan,1276380,10.58,18,2023-07-30,Active,41578,117473,605,2023-07
LN00634,Christopher Thaker,Hyderabad,Gold Loan,89081,17.77,12,2023-07-31,Active,27917,270741,704,2023-07
LN00635,Mitesh Sur,Chennai,Personal Loan,768216,11.7,24,2023-07-31,Active,25318,1440351,709,2023-07
LN00636,Pooja Brar,Bhubaneswar,Gold Loan,405249,10.23,36,2023-07-31,Closed,13179,858823,660,2023-07
LN00637,Hema Mukherjee,Bhubaneswar,Gold Loan,1318506,16.0,18,2023-08-01,Closed,15251,739574,686,2023-08
LN00638,Niharika Bali,Bhubaneswar,Gold Loan,855497,14.76,18,2023-08-01,Active,48899,325437,781,2023-08
LN00639,Reyansh Hora,Hyderabad,Business Loan,567313,13.23,18,2023-08-01,Active,22493,156877,769,2023-08
LN00640,Jagrati Bhatt,Chennai,Gold Loan,1313108,13.78,24,2023-08-02,Active,23466,872834,617,2023-08
LN00641,Azaan Ratta,Kolkata,Business Loan,662380,15.33,6,2023-08-02,Active,33206,443066,798,2023-08
LN00642,Rushil Kota,Mumbai,Personal Loan,1415413,10.67,6,2023-08-02,Defaulted,48475,334923,555,2023-08
LN00643,Chakradev Chakraborty,Hyderabad,Personal Loan,1387682,17.97,12,2023-08-03,Active,22624,619696,829,2023-08
LN00644,Dev Bora,Bhubaneswar,Business Loan,1126871,17.76,6,2023-08-03,Closed,29564,120062,643,2023-08
LN00645,Jeet Sood,Hyderabad,Gold Loan,1112383,14.68,18,2023-08-03,Closed,25412,1060676,818,2023-08
LN00646,Sai Kale,Chennai,Gold Loan,207504,10.4,18,2023-08-04,Defaulted,30990,1367741,746,2023-08
LN00647,Maanas Patil,Kolkata,Business Loan,1336643,14.96,18,2023-08-04,Closed,38517,1032499,574,2023-08
LN00648,Ekalinga Vasa,Hyderabad,Gold Loan,742440,9.19,12,2023-08-04,Defaulted,16156,1438846,697,2023-08
LN00649,Jagat Tara,Mumbai,Gold Loan,444540,8.79,18,2023-08-05,Active,26064,1243048,667,2023-08
LN00650,Kala Banerjee,Mumbai,Gold Loan,567923,10.95,6,2023-08-05,Closed,28711,878878,615,2023-08
LN00651,George Upadhyay,Hyderabad,Gold Loan,1265557,12.89,24,2023-08-05,Active,33106,234196,724,2023-08
LN00652,Aashi Borah,Mumbai,Business Loan,794699,16.75,24,2023-08-06,Active,19589,207609,625,2023-08
LN00653,Logan Basu,Mumbai,Business Loan,69870,15.41,36,2023-08-06,Closed,26736,675302,663,2023-08
LN00654,Tamanna Chaudry,Mumbai,Gold Loan,1002082,15.56,6,2023-08-06,Defaulted,23975,283006,660,2023-08
LN00655,Arjun Om,Kolkata,Business Loan,1301772,12.54,18,2023-08-07,Closed,39218,273813,798,2023-08
LN00656,Caleb Hayre,Hyderabad,Gold Loan,298683,11.79,24,2023-08-07,Active,10214,907651,752,2023-08
LN00657,Vasatika Pingle,Bhubaneswar,Gold Loan,1333253,12.02,6,2023-08-07,Defaulted,33581,709132,696,2023-08
LN00658,Patrick Dani,Kolkata,Personal Loan,76790,17.88,24,2023-08-08,Closed,23195,273022,584,2023-08
LN00659,Edhitha Gopal,Mumbai,Personal Loan,861721,8.88,18,2023-08-08,Active,47582,789417,575,2023-08
LN00660,Neelima Varghese,Hyderabad,Business Loan,498345,16.74,24,2023-08-08,NPA,30127,491121,787,2023-08
LN00661,Dalaja Mahajan,Bhubaneswar,Personal Loan,799074,14.0,36,2023-08-09,Active,8141,1253296,563,2023-08
LN00662,Hemang Shere,Bhubaneswar,Gold Loan,1184764,12.67,36,2023-08-09,Active,31884,281075,594,2023-08
LN00663,Ati Palla,Chennai,Business Loan,579036,15.39,24,2023-08-09,Active,27885,1141452,765,2023-08
LN00664,Hema Dey,Mumbai,Business Loan,840141,13.12,6,2023-08-10,Active,5708,524624,782,2023-08
LN00665,Vritti Mitra,Bhubaneswar,Gold Loan,698249,16.8,6,2023-08-10,Active,21375,829365,742,2023-08
LN00666,Bachittar Srinivas,Bhubaneswar,Personal Loan,1128931,17.06,6,2023-08-10,Active,18088,1002403,600,2023-08
LN00667,Atharv Buch,Bhubaneswar,Gold Loan,761131,12.51,24,2023-08-11,Active,47602,1356256,763,2023-08
LN00668,Isha Mall,Mumbai,Gold Loan,501015,11.13,6,2023-08-11,Active,48046,593792,700,2023-08
LN00669,Varenya Soman,Hyderabad,Personal Loan,206542,14.13,18,2023-08-11,Active,13014,623502,824,2023-08
LN00670,Vasatika Rai,Mumbai,Personal Loan,1271992,17.17,36,2023-08-12,Closed,6273,1230796,625,2023-08
LN00671,Bhavani Shetty,Chennai,Personal Loan,355062,10.5,18,2023-08-12,NPA,40306,113936,769,2023-08
LN00672,Bhavani Saran,Hyderabad,Personal Loan,916651,14.42,6,2023-08-12,Closed,33881,16279,736,2023-08
LN00673,Lucky Bansal,Mumbai,Personal Loan,1160205,14.5,18,2023-08-13,Defaulted,34486,1248313,838,2023-08
LN00674,Upkaar Mane,Bhubaneswar,Gold Loan,1426760,15.46,6,2023-08-13,Active,15541,1152327,577,2023-08
LN00675,Yash Hans,Mumbai,Business Loan,805195,9.75,24,2023-08-13,Active,11712,1415153,729,2023-08
LN00676,Ekalinga Krishnan,Mumbai,Personal Loan,340160,15.3,18,2023-08-14,Closed,12168,1119962,802,2023-08
LN00677,Mugdha Toor,Mumbai,Personal Loan,263920,17.14,24,2023-08-14,Closed,6551,86124,675,2023-08
LN00678,Vyanjana Narayan,Kolkata,Business Loan,1341380,10.21,24,2023-08-14,Defaulted,15297,1416470,726,2023-08
LN00679,Ikshita Deep,Bhubaneswar,Gold Loan,1475541,10.76,12,2023-08-15,Active,46733,336199,586,2023-08
LN00680,Krisha Sule,Chennai,Business Loan,703983,17.73,6,2023-08-15,Active,30128,91911,648,2023-08
LN00681,Edhitha Agate,Bhubaneswar,Gold Loan,871052,10.22,36,2023-08-15,Active,5832,885050,647,2023-08
LN00682,Rehaan Vaidya,Bhubaneswar,Gold Loan,178148,16.62,6,2023-08-16,Active,31483,722030,676,2023-08
LN00683,Bhavika Madan,Kolkata,Business Loan,1454116,13.18,36,2023-08-16,Closed,25063,993978,717,2023-08
LN00684,Anthony Desai,Mumbai,Personal Loan,1291290,10.85,6,2023-08-16,Active,25963,447244,629,2023-08
